"Genes";"Ppol_1";"Ppol_2";"HB27_1";"HB27_2";"mean";"cluster"
"TT_C1056";-0.737;-0.355;-0.78;-0.236;-0.527;"Intermediate"
"TT_C1057";-0.215;-0.747;-0.383;-0.691;-0.509;"Intermediate"
"TT_C1058";2.424;3.294;1.049;2.478;2.311;"Highly Permissive"
"TT_C1059";-0.051;-0.388;0.322;0.72;0.151;"Intermediate"
"TT_C1060";0.256;2.289;1.1;2.429;1.518;"Highly Permissive"
"TT_C1061";0.281;-0.702;-0.13;-0.337;-0.222;"Intermediate"
"TT_C1062";0.329;0.699;1.044;0.341;0.603;"Highly Permissive"
"TT_C1063";-0.92;-0.92;-0.712;-0.582;-0.784;"Intermediate"
"TT_C1064";0.663;1.252;1.459;1.793;1.292;"Highly Permissive"
"TT_C1065";-0.471;-0.92;-0.66;-0.375;-0.606;"Intermediate"
"TT_C1066";-0.92;-0.92;-0.845;0.312;-0.593;"Intermediate"
"TT_C1067";-0.069;1.144;-0.395;0.509;0.297;"Intermediate"
"TT_C1068";0.096;0.462;1.007;0.248;0.453;"Intermediate"
"TT_C1069";0.105;0.254;1.656;0.94;0.739;"Highly Permissive"
"TT_C1070";-0.338;0.254;-0.343;-0.275;-0.176;"Intermediate"
"TT_C1071";-0.541;-0.791;-0.555;-0.681;-0.642;"Intermediate"
"TT_C1072";0.342;-0.679;0.305;0.021;-0.003;"Intermediate"
"TT_C1073";-0.298;-0.303;0.433;0.445;0.069;"Intermediate"
"TT_C1074";2.887;2.185;2.262;2.319;2.413;"Highly Permissive"
"TT_C1075";1.765;0.851;1.043;0.894;1.138;"Highly Permissive"
"TT_C1076";-0.709;-0.107;-0.697;-0.723;-0.559;"Intermediate"
"TT_C1077";0.092;0.136;-0.266;0.214;0.044;"Intermediate"
"TT_C1078";-0.778;-0.92;-0.746;-0.715;-0.79;"Less Permissive"
"TT_C1079";-0.371;-0.92;-0.728;-0.765;-0.696;"Intermediate"
"TT_C1080";-0.725;-0.877;-0.708;-0.799;-0.777;"Less Permissive"
"TT_C1081";0.517;-0.471;1.404;1.138;0.647;"Highly Permissive"
"TT_C1082";-0.084;0.054;-0.048;0.268;0.048;"Intermediate"
"TT_C1083";0.052;-0.92;-0.484;-0.422;-0.443;"Intermediate"
"TT_C1084";-0.504;-0.92;-0.709;-0.7;-0.708;"Intermediate"
"TT_C1085";0.425;1.822;0.635;0.843;0.931;"Highly Permissive"
"TT_C1086";-0.301;-0.92;-0.52;-0.799;-0.635;"Intermediate"
"TT_C1087";-0.408;-0.459;-0.63;-0.503;-0.5;"Intermediate"
"TT_C1088";2.755;-0.482;0.716;0.405;0.849;"Highly Permissive"
"TT_C1089";-0.575;-0.92;-0.544;-0.56;-0.65;"Intermediate"
"TT_C1090";-0.681;-0.354;-0.154;-0.406;-0.399;"Intermediate"
"TT_C1091";-0.92;-0.92;-0.733;-0.735;-0.827;"Less Permissive"
"TT_C1092";0.143;-0.091;-0.724;-0.539;-0.303;"Intermediate"
"TT_C1093";-0.518;-0.346;-0.457;-0.799;-0.53;"Intermediate"
"TT_C1094";-0.737;-0.735;0.177;0.04;-0.314;"Intermediate"
"TT_C1095";0.161;-0.92;-0.584;-0.771;-0.529;"Intermediate"
"TT_C1096";0.183;0.469;0.504;0.279;0.358;"Intermediate"
"TT_C1097";-0.701;-0.92;-0.766;-0.799;-0.797;"Less Permissive"
"TT_C1098";-0.376;-0.875;-0.595;-0.758;-0.651;"Intermediate"
"TT_C1099";-0.195;1.33;-0.03;0.556;0.415;"Intermediate"
"TT_C1100";-0.704;-0.92;-0.806;-0.734;-0.791;"Less Permissive"
"TT_C1101";-0.668;-0.387;-0.725;-0.602;-0.596;"Intermediate"
"TT_C1102";-0.472;-0.126;-0.517;-0.463;-0.394;"Intermediate"
"TT_C1103";-0.646;1.388;1.289;0.529;0.64;"Highly Permissive"
"TT_C1104";0.366;0.031;0.587;0.559;0.386;"Intermediate"
"TT_C1105";-0.474;-0.103;-0.526;-0.677;-0.445;"Intermediate"
"TT_C1106";-0.534;0.681;-0.43;-0.333;-0.154;"Intermediate"
"TT_C1107";-0.788;-0.533;-0.573;-0.603;-0.624;"Intermediate"
"TT_C1108";-0.367;-0.04;-0.186;-0.121;-0.179;"Intermediate"
"TT_C1109";-0.14;0.915;-0.746;-0.398;-0.092;"Intermediate"
"TT_C1110";-0.185;-0.876;-0.577;-0.537;-0.543;"Intermediate"
"TT_C1111";-0.371;0.906;-0.525;-0.65;-0.16;"Intermediate"
"TT_C1112";-0.539;0.268;-0.361;-0.629;-0.315;"Intermediate"
"TT_C1113";-0.362;-0.92;-0.549;-0.694;-0.631;"Intermediate"
"TT_C1114";-0.826;-0.229;-0.716;-0.317;-0.522;"Intermediate"
"TT_C1115";-0.824;-0.92;-0.561;-0.742;-0.762;"Intermediate"
"TT_C1116";-0.624;-0.853;-0.669;-0.622;-0.692;"Less Permissive"
"TT_C1117";-0.722;-0.92;-0.546;-0.327;-0.629;"Intermediate"
"TT_C1118";-0.04;-0.368;-0.379;-0.799;-0.397;"Intermediate"
"TT_C1119";-0.623;-0.459;-0.779;-0.622;-0.621;"Intermediate"
"TT_C1120";-0.371;-0.45;-0.703;-0.622;-0.536;"Intermediate"
"TT_C1121";0.165;0.513;0.494;0.156;0.332;"Intermediate"
"TT_C1122";-0.515;-0.782;0.404;0.339;-0.138;"Intermediate"
"TT_C1123";0.876;1.621;0.809;0.95;1.064;"Highly Permissive"
"TT_C1124";-0.92;-0.92;-0.296;-0.594;-0.683;"Intermediate"
"TT_C1125";-0.267;-0.535;-0.24;-0.519;-0.39;"Intermediate"
"TT_C1126";-0.417;-0.92;-0.308;-0.751;-0.599;"Intermediate"
"TT_C1127";-0.122;1.043;0.293;0.95;0.541;"Intermediate"
"TT_C1128";0.174;0.178;0.648;0.238;0.31;"Intermediate"
"TT_C1129";0.845;0.788;0.607;1.172;0.853;"Highly Permissive"
"TT_C1130";2.526;1.618;3;2.962;2.526;"Highly Permissive"
"TT_C1131";-0.145;-0.92;-0.845;-0.512;-0.605;"Intermediate"
"TT_C1132";-0.448;0.112;-0.683;-0.269;-0.322;"Intermediate"
"TT_C1133";-0.824;-0.92;-0.59;-0.799;-0.783;"Intermediate"
"TT_C1134";2.574;2.318;2.42;1.883;2.299;"Highly Permissive"
"TT_C1135";0.136;0.758;0.888;0.378;0.54;"Intermediate"
"TT_C1136";2.151;1.714;1.824;1.877;1.891;"Highly Permissive"
"TT_C1137";0.703;0.242;-0.211;-0.1;0.159;"Intermediate"
"TT_C1138";0.57;2.549;1.323;0.762;1.301;"Highly Permissive"
"TT_C1139";-0.142;0.711;0.341;-0.063;0.212;"Intermediate"
"TT_C1140";0.359;1.654;-0.573;0.66;0.525;"Intermediate"
"TT_C1141";0.562;1.426;0.809;0.999;0.949;"Highly Permissive"
"TT_C1142";-0.516;-0.655;-0.389;-0.377;-0.484;"Intermediate"
"TT_C1143";-0.513;0.665;-0.593;-0.725;-0.291;"Intermediate"
"TT_C1144";-0.589;-0.845;-0.763;-0.799;-0.749;"Intermediate"
"TT_C1145";-0.122;0.988;-0.69;-0.449;-0.068;"Intermediate"
"TT_C1146";0.327;-0.303;-0.415;-0.507;-0.224;"Intermediate"
"TT_C1147";0.646;0.551;0.851;0.612;0.665;"Highly Permissive"
"TT_C1148";3.577;1.726;2.109;2.435;2.462;"Highly Permissive"
"TT_C1149";-0.822;-0.92;-0.378;-0.545;-0.666;"Intermediate"
"TT_C1150";-0.695;-0.92;-0.409;-0.753;-0.694;"Intermediate"
"TT_C1151";-0.571;-0.92;-0.636;-0.494;-0.655;"Intermediate"
"TT_C1152";-0.92;-0.92;-0.468;-0.608;-0.729;"Intermediate"
"TT_C1153";-0.103;-0.92;-0.595;-0.587;-0.551;"Intermediate"
"TT_C1154";-0.582;-0.881;-0.803;-0.694;-0.74;"Intermediate"
"TT_C1155";-0.411;-0.481;-0.451;-0.652;-0.499;"Intermediate"
"TT_C1156";1.966;2.726;3.244;2.949;2.721;"Highly Permissive"
"TT_C1157";-0.793;0.586;-0.417;-0.562;-0.296;"Intermediate"
"TT_C1158";-0.149;-0.087;-0.229;0.143;-0.08;"Intermediate"
"TT_C1159";-0.758;-0.92;-0.845;-0.799;-0.83;"Less Permissive"
"TT_C1160";1.738;0.787;-0.09;1.061;0.874;"Highly Permissive"
"TT_C1161";2.576;2.145;2.537;2.443;2.425;"Highly Permissive"
"TT_C1162";-0.508;-0.887;-0.692;-0.712;-0.7;"Intermediate"
"TT_C1163";0.349;1.753;-0.084;1.858;0.969;"Highly Permissive"
"TT_C1164";-0.709;-0.92;-0.465;-0.735;-0.707;"Intermediate"
"TT_C1165";0.141;0.728;2.127;2.147;1.286;"Highly Permissive"
"TT_C1166";-0.091;-0.39;-0.436;-0.193;-0.277;"Intermediate"
"TT_C1167";1.032;0.436;1.678;1.89;1.259;"Highly Permissive"
"TT_C1168";0.836;1.013;0.559;0.61;0.755;"Highly Permissive"
"TT_C1169";-0.92;-0.92;-0.829;-0.746;-0.854;"Less Permissive"
"TT_C1170";-0.733;0.15;1.022;1.459;0.475;"Intermediate"
"TT_C1171";-0.152;0.736;0.091;0.793;0.367;"Intermediate"
"TT_C1172";-0.139;1.513;0.051;0.366;0.448;"Intermediate"
"TT_C1173";0.82;2.199;1.573;0.644;1.309;"Highly Permissive"
"TT_C1174";0.411;-0.542;-0.215;-0.231;-0.144;"Intermediate"
"TT_C1175";-0.55;-0.92;-0.708;-0.475;-0.663;"Intermediate"
"TT_C1176";1.168;2.455;1.029;1.66;1.578;"Highly Permissive"
"TT_C1177";-0.822;-0.92;-0.845;-0.799;-0.847;"Less Permissive"
"TT_C1178";-0.92;-0.92;-0.434;-0.799;-0.768;"Intermediate"
"TT_C1179";-0.422;-0.868;-0.534;-0.706;-0.633;"Intermediate"
"TT_C1180";-0.371;0.79;0.475;1.017;0.478;"Intermediate"
"TT_C1181";-0.769;-0.92;-0.442;-0.372;-0.626;"Intermediate"
"TT_C1182";0.392;0.925;0.591;0.216;0.531;"Intermediate"
"TT_C1183";-0.566;-0.92;-0.845;-0.799;-0.782;"Intermediate"
"TT_C1184";-0.184;-0.098;-0.642;-0.181;-0.276;"Intermediate"
"TT_C1185";-0.855;-0.92;-0.712;-0.548;-0.758;"Intermediate"
"TT_C1186";-0.099;-0.92;-0.573;-0.692;-0.571;"Intermediate"
"TT_C1187";0.132;1.148;0.71;0.664;0.663;"Highly Permissive"
"TT_C1188";0.031;-0.732;-0.161;-0.626;-0.372;"Intermediate"
"TT_C1189";-0.076;-0.735;0.046;-0.086;-0.213;"Intermediate"
"TT_C1190";0.034;0.003;-0.588;-0.442;-0.248;"Intermediate"
"TT_C1191";-0.834;-0.03;-0.322;-0.652;-0.459;"Intermediate"
"TT_C1192";-0.393;-0.599;-0.373;-0.477;-0.461;"Intermediate"
"TT_C1193";-0.164;-0.83;-0.678;-0.601;-0.568;"Intermediate"
"TT_C1194";-0.749;-0.92;-0.363;-0.698;-0.682;"Intermediate"
"TT_C1195";-0.009;-0.763;-0.628;-0.522;-0.48;"Intermediate"
"TT_C1196";-0.92;0.336;-0.212;-0.799;-0.399;"Intermediate"
"TT_C1197";-0.671;-0.92;-0.649;-0.723;-0.741;"Less Permissive"
"TT_C1198";0.102;0.028;0.326;0.325;0.195;"Intermediate"
"TT_C1199";1.582;2.229;0.738;0.615;1.291;"Highly Permissive"
"TT_C1200";-0.378;-0.893;-0.444;-0.636;-0.588;"Intermediate"
"TT_C1201";0.424;0.079;0.22;0.254;0.244;"Intermediate"
"TT_C1202";-0.719;-0.92;-0.773;-0.68;-0.773;"Less Permissive"
"TT_C1203";-0.289;-0.92;-0.538;-0.768;-0.628;"Intermediate"
"TT_C1204";1.016;1.876;1.234;2.133;1.565;"Highly Permissive"
"TT_C1205";-0.503;-0.893;-0.394;-0.657;-0.612;"Intermediate"
"TT_C1206";0.114;-0.577;0.686;-0.064;0.04;"Intermediate"
"TT_C1207";1.362;2.057;1.158;2.75;1.832;"Highly Permissive"
"TT_C1208";-0.219;-0.256;-0.034;0.26;-0.062;"Intermediate"
"TT_C1209";-0.614;0.501;-0.777;-0.723;-0.403;"Intermediate"
"TT_C1210";0.466;1.554;2.398;1.002;1.355;"Highly Permissive"
"TT_C1211";1.107;0.95;0.526;1.375;0.989;"Highly Permissive"
"TT_C1212";0.248;-0.221;0.482;0.511;0.255;"Intermediate"
"TT_C1213";-0.468;0.853;-0.374;-0.197;-0.046;"Intermediate"
"TT_C1214";0.618;0.861;0.806;0.553;0.71;"Highly Permissive"
"TT_C1215";-0.671;-0.612;-0.28;-0.686;-0.562;"Intermediate"
"TT_C1216";-0.88;-0.92;-0.845;-0.664;-0.827;"Less Permissive"
"TT_C1217";-0.352;-0.92;-0.529;-0.559;-0.59;"Intermediate"
"TT_C1218";-0.273;1.443;-0.172;0.58;0.394;"Intermediate"
"TT_C1219";-0.007;-0.042;0.023;-0.163;-0.047;"Intermediate"
"TT_C1220";0.042;-0.156;-0.384;-0.203;-0.175;"Intermediate"
"TT_C1221";-0.509;-0.92;-0.332;-0.67;-0.608;"Intermediate"
"TT_C1222";2.062;1.726;1.674;1.419;1.72;"Highly Permissive"
"TT_C1223";-0.703;-0.834;-0.28;-0.574;-0.598;"Intermediate"
"TT_C1224";-0.766;-0.064;-0.243;0.772;-0.076;"Intermediate"
"TT_C1225";-0.424;-0.92;-0.68;-0.718;-0.686;"Intermediate"
"TT_C1226";-0.92;-0.92;-0.518;-0.682;-0.76;"Intermediate"
"TT_C1227";-0.578;0.307;0.193;1.103;0.256;"Intermediate"
"TT_C1228";-0.581;-0.877;-0.403;-0.631;-0.623;"Intermediate"
"TT_C1229";-0.506;-0.92;-0.332;-0.421;-0.545;"Intermediate"
"TT_C1230";1.096;0.465;2.217;2.113;1.473;"Highly Permissive"
"TT_C1231";-0.555;-0.39;-0.568;-0.67;-0.546;"Intermediate"
"TT_C1232";-0.224;-0.311;-0.428;-0.267;-0.307;"Intermediate"
"TT_C1233";1.608;2.875;2.85;3.018;2.588;"Highly Permissive"
"TT_C1234";-0.134;0.581;0.272;0.43;0.287;"Intermediate"
"TT_C1235";-0.786;-0.834;-0.662;-0.644;-0.731;"Less Permissive"
"TT_C1236";0.333;-0.045;0.494;0.066;0.212;"Intermediate"
"TT_C1237";-0.334;-0.473;-0.392;-0.386;-0.396;"Intermediate"
"TT_C1238";0.332;2.23;0.832;0.583;0.994;"Highly Permissive"
"TT_C1239";-0.016;0.667;1.03;-0.799;0.221;"Intermediate"
"TT_C1240";-0.92;-0.92;-0.681;-0.705;-0.806;"Less Permissive"
"TT_C1241";1.023;0.855;0.56;1.155;0.899;"Highly Permissive"
"TT_C1242";-0.49;0.697;-0.61;-0.367;-0.192;"Intermediate"
"TT_C1243";-0.92;-0.828;-0.264;-0.715;-0.682;"Intermediate"
"TT_C1244";-0.144;-0.92;-0.685;-0.587;-0.584;"Intermediate"
"TT_C1245";-0.419;-0.677;-0.606;-0.076;-0.445;"Intermediate"
"TT_C1246";0.063;0.172;-0.603;-0.033;-0.1;"Intermediate"
"TT_C1247";0.467;0.81;1.21;0.738;0.806;"Highly Permissive"
"TT_C1248";-0.418;-0.92;-0.59;-0.677;-0.651;"Intermediate"
"TT_C1249";0.466;-0.13;1.468;1.225;0.757;"Highly Permissive"
"TT_C1250";0.205;1.459;0.705;1.046;0.854;"Highly Permissive"
"TT_C1251";-0.387;-0.465;-0.643;-0.74;-0.559;"Intermediate"
"TT_C1252";-0.127;0.396;0.101;0.019;0.097;"Intermediate"
"TT_C1253";-0.92;-0.92;-0.665;-0.721;-0.807;"Less Permissive"
"TT_C1254";1.719;1.049;2.871;2.828;2.116;"Highly Permissive"
"TT_C1255";0.916;-0.163;1.158;1.167;0.77;"Highly Permissive"
"TT_C1256";0.399;0.608;1.161;0.885;0.763;"Highly Permissive"
"TT_C1257";1.055;1.908;1.783;1.04;1.446;"Highly Permissive"
"TT_C1258";0.5;0.851;0.365;0.33;0.512;"Intermediate"
"TT_C1259";-0.13;-0.875;-0.452;-0.605;-0.515;"Intermediate"
"TT_C1260";1.159;1.641;1.391;1.381;1.393;"Highly Permissive"
"TT_C1261";1.184;0.285;0.357;0.411;0.559;"Intermediate"
"TT_C1262";-0.58;-0.617;-0.412;-0.519;-0.532;"Intermediate"
"TT_C1263";1.339;0.286;3.038;3.09;1.938;"Highly Permissive"
"TT_C1264";-0.352;-0.611;-0.642;-0.43;-0.509;"Intermediate"
"TT_C1265";0.064;1.226;-0.036;0.556;0.452;"Intermediate"
"TT_C1266";-0.508;-0.65;-0.302;-0.488;-0.487;"Intermediate"
"TT_C1267";2.142;1.516;3.05;3.319;2.507;"Highly Permissive"
"TT_C1268";-0.312;0.044;-0.07;0.385;0.012;"Intermediate"
"TT_C1269";-0.92;-0.92;-0.845;-0.586;-0.818;"Intermediate"
"TT_C1270";-0.6;-0.892;-0.383;-0.562;-0.609;"Intermediate"
"TT_C1271";-0.099;0.234;-0.413;-0.305;-0.146;"Intermediate"
"TT_C1272";-0.92;-0.92;-0.728;-0.733;-0.825;"Less Permissive"
"TT_C1273";-0.047;0.822;-0.561;-0.249;-0.009;"Intermediate"
"TT_C1274";2.128;1.287;1.794;1.675;1.721;"Highly Permissive"
"TT_C1275";-0.744;0.014;-0.301;-0.389;-0.355;"Intermediate"
"TT_C1276";-0.236;-0.872;-0.449;-0.756;-0.578;"Intermediate"
"TT_C1277";0.141;0.492;-0.002;-0.001;0.157;"Intermediate"
"TT_C1278";-0.423;-0.894;-0.294;-0.557;-0.542;"Intermediate"
"TT_C1279";-0.391;-0.167;-0.634;-0.684;-0.469;"Intermediate"
"TT_C1280";-0.512;-0.92;-0.411;-0.641;-0.621;"Intermediate"
"TT_C1281";-0.668;-0.315;-0.688;-0.384;-0.514;"Intermediate"
"TT_C1282";0.335;0.83;0.32;0.573;0.515;"Intermediate"
"TT_C1283";-0.105;-0.38;-0.092;-0.401;-0.244;"Intermediate"
"TT_C1284";-0.674;-0.299;-0.8;-0.724;-0.624;"Intermediate"
"TT_C1285";-0.636;1.062;-0.085;-0.712;-0.093;"Intermediate"
"TT_C1286";-0.232;-0.857;-0.143;-0.65;-0.471;"Intermediate"
"TT_C1287";2.364;0.192;1.043;0.968;1.142;"Highly Permissive"
"TT_C1288";0.955;1.479;1.026;0.749;1.053;"Highly Permissive"
"TT_C1289";2.626;2.296;2.484;2.766;2.543;"Highly Permissive"
"TT_C1290";-0.322;0.832;-0.233;0.378;0.164;"Intermediate"
"TT_C1291";-0.015;0.726;0.694;1.011;0.604;"Highly Permissive"
"TT_C1292";-0.48;0.376;-0.712;-0.742;-0.389;"Intermediate"
"TT_C1293";-0.234;-0.92;-0.312;-0.72;-0.546;"Intermediate"
"TT_C1294";-0.337;-0.291;-0.52;-0.363;-0.378;"Intermediate"
"TT_C1295";0.858;1.746;-0.109;0.663;0.789;"Highly Permissive"
"TT_C1296";-0.274;-0.328;-0.621;-0.215;-0.36;"Intermediate"
"TT_C1297";-0.817;-0.454;-0.424;-0.652;-0.587;"Intermediate"
"TT_C1298";-0.662;0.93;-0.813;-0.746;-0.323;"Intermediate"
"TT_C1299";-0.687;-0.92;-0.845;-0.799;-0.813;"Less Permissive"
"TT_C1300";-0.62;0.823;-0.496;0.286;-0.002;"Intermediate"
"TT_C1301";-0.92;-0.92;-0.514;-0.719;-0.768;"Intermediate"
"TT_C1302";-0.608;-0.92;-0.556;-0.799;-0.721;"Intermediate"
"TT_C1303";-0.701;-0.848;-0.805;-0.733;-0.772;"Less Permissive"
"TT_C1304";-0.566;-0.92;-0.845;-0.799;-0.782;"Intermediate"
"TT_C1305";-0.117;-0.92;-0.257;-0.799;-0.523;"Intermediate"
"TT_C1306";-0.808;-0.883;-0.408;-0.67;-0.692;"Intermediate"
"TT_C1307";-0.438;-0.92;-0.615;-0.667;-0.66;"Intermediate"
"TT_C1308";-0.164;-0.92;-0.596;-0.497;-0.544;"Intermediate"
"TT_C1309";-0.734;-0.486;-0.653;-0.312;-0.546;"Intermediate"
"TT_C1310";-0.92;2.588;-0.845;-0.799;0.006;"Intermediate"
"TT_C1311";-0.59;-0.92;-0.753;-0.799;-0.765;"Intermediate"
"TT_C1312";-0.461;-0.92;-0.714;-0.397;-0.623;"Intermediate"
"TT_C1313";-0.193;-0.92;-0.467;-0.277;-0.464;"Intermediate"
"TT_C1314";-0.817;-0.92;-0.637;-0.799;-0.793;"Less Permissive"
"TT_C1315";-0.154;-0.92;-0.845;-0.799;-0.679;"Intermediate"
"TT_C1316";-0.841;-0.92;-0.79;-0.753;-0.826;"Less Permissive"
"TT_C1317";-0.453;-0.759;-0.366;-0.651;-0.557;"Intermediate"
"TT_C1318";0.137;-0.92;-0.764;-0.799;-0.586;"Intermediate"
"TT_C1319";-0.544;-0.92;-0.845;-0.572;-0.72;"Intermediate"
"TT_C1320";-0.728;-0.796;-0.585;-0.799;-0.727;"Intermediate"
"TT_C1321";-0.819;-0.92;-0.707;-0.682;-0.782;"Less Permissive"
"TT_C1322";-0.391;-0.92;-0.499;-0.764;-0.643;"Intermediate"
"TT_C1323";-0.92;-0.366;-0.801;-0.725;-0.703;"Intermediate"
"TT_C1324";-0.769;-0.92;-0.845;-0.469;-0.751;"Intermediate"
"TT_C1325";-0.453;-0.92;-0.605;-0.738;-0.679;"Intermediate"
"TT_C1326";0.098;-0.92;-0.845;-0.799;-0.616;"Intermediate"
"TT_C1327";-0.782;-0.92;-0.571;-0.758;-0.758;"Intermediate"
"TT_C1328";-0.371;-0.92;-0.551;-0.679;-0.63;"Intermediate"
"TT_C1329";-0.544;-0.92;-0.577;-0.72;-0.69;"Intermediate"
"TT_C1330";-0.92;-0.897;-0.633;-0.799;-0.812;"Less Permissive"
"TT_C1331";-0.18;-0.047;0.015;-0.367;-0.145;"Intermediate"
"TT_C1332";-0.741;-0.92;-0.689;-0.693;-0.761;"Less Permissive"
"TT_C1333";-0.92;-0.92;-0.771;-0.799;-0.853;"Less Permissive"
"TT_C1334";0.01;-0.465;0.116;-0.545;-0.221;"Intermediate"
"TT_C1335";-0.172;0.548;-0.061;-0.038;0.069;"Intermediate"
"TT_C1336";-0.039;-0.92;0.912;1.383;0.334;"Intermediate"
"TT_C1337";-0.771;-0.824;-0.845;-0.799;-0.81;"Less Permissive"
"TT_C1338";-0.274;-0.92;-0.629;-0.4;-0.556;"Intermediate"
"TT_C1339";-0.794;-0.879;-0.564;-0.505;-0.686;"Intermediate"
"TT_C1340";0.613;1.165;0.752;0.904;0.858;"Highly Permissive"
"TT_C1341";-0.47;-0.92;-0.579;-0.657;-0.656;"Intermediate"
"TT_C1342";-0.499;-0.882;-0.58;-0.799;-0.69;"Intermediate"
"TT_C1343";-0.56;0.346;-0.691;-0.275;-0.295;"Intermediate"
"TT_C1344";-0.175;-0.92;-0.692;-0.733;-0.63;"Intermediate"
"TT_C1345";-0.036;-0.92;-0.312;-0.799;-0.517;"Intermediate"
"TT_C1346";-0.211;-0.806;-0.275;-0.373;-0.416;"Intermediate"
"TT_C1347";-0.319;-0.285;-0.492;-0.775;-0.468;"Intermediate"
"TT_C1348";-0.869;-0.92;-0.358;-0.71;-0.714;"Intermediate"
"TT_C1349";-0.433;1.702;-0.474;-0.286;0.127;"Intermediate"
"TT_C1350";-0.92;-0.321;-0.768;-0.612;-0.655;"Intermediate"
"TT_C1351";0.333;1.71;-0.398;0.272;0.479;"Intermediate"
"TT_C1352";3.094;2.773;3.625;3.106;3.15;"Highly Permissive"
"TT_C1353";-0.037;0.298;-0.666;-0.485;-0.222;"Intermediate"
"TT_C1354";0.879;1.304;1.154;1.475;1.203;"Highly Permissive"
"TT_C1355";0.243;0.683;0.405;0.119;0.363;"Intermediate"
"TT_C1356";-0.525;-0.92;-0.77;-0.675;-0.722;"Intermediate"
"TT_C1357";1.326;1.938;0.472;1.961;1.424;"Highly Permissive"
"TT_C1358";1.706;0.793;1.356;1.177;1.258;"Highly Permissive"
"TT_C1359";0.362;0.324;0.237;-0.117;0.202;"Intermediate"
"TT_C1360";0.273;0.617;3.198;1.876;1.491;"Highly Permissive"
"TT_C1361";0.652;0.175;0.87;1.056;0.688;"Highly Permissive"
"TT_C1362";-0.057;1.12;0.396;-0.153;0.326;"Intermediate"
"TT_C1363";0.087;0.399;-0.708;-0.253;-0.119;"Intermediate"
"TT_C1364";-0.09;-0.92;-0.785;-0.799;-0.648;"Intermediate"
"TT_C1365";-0.92;-0.92;-0.845;-0.284;-0.742;"Intermediate"
"TT_C1366";-0.784;-0.92;-0.595;-0.534;-0.708;"Intermediate"
"TT_C1367";-0.92;-0.176;-0.845;-0.695;-0.659;"Intermediate"
"TT_C1368";-0.544;-0.834;-0.421;-0.374;-0.543;"Intermediate"
"TT_C1369";-0.81;-0.849;-0.659;-0.672;-0.747;"Less Permissive"
"TT_C1370";0.812;1.867;1.306;1.443;1.357;"Highly Permissive"
"TT_C1371";0.073;-0.168;0.622;0.843;0.343;"Intermediate"
"TT_C1372";-0.294;0.651;0.324;1.368;0.512;"Intermediate"
"TT_C1373";-0.388;-0.085;-0.493;-0.406;-0.343;"Intermediate"
"TT_C1374";1.538;1.953;0.719;2.643;1.713;"Highly Permissive"
"TT_C1375";-0.92;-0.92;-0.772;-0.679;-0.823;"Less Permissive"
"TT_C1376";0.664;2.263;1.22;0.793;1.235;"Highly Permissive"
"TT_C1377";-0.476;-0.92;-0.653;-0.799;-0.712;"Intermediate"
"TT_C1378";-0.094;0.531;-0.296;0.474;0.154;"Intermediate"
"TT_C1379";-0.062;-0.76;-0.604;-0.539;-0.491;"Intermediate"
"TT_C1380";-0.371;-0.095;-0.042;-0.353;-0.215;"Intermediate"
"TT_C1381";-0.558;0.65;-0.554;-0.496;-0.24;"Intermediate"
"TT_C1382";-0.506;-0.92;-0.438;-0.516;-0.595;"Intermediate"
"TT_C1383";3.096;3.558;3.429;3.676;3.439;"Highly Permissive"
"TT_C1384";1.585;1.426;1.281;0.644;1.234;"Highly Permissive"
"TT_C1385";0.15;-0.92;-0.755;-0.582;-0.527;"Intermediate"
"TT_C1386";-0.548;-0.92;-0.352;-0.799;-0.655;"Intermediate"
"TT_C1387";-0.058;-0.92;-0.663;-0.746;-0.597;"Intermediate"
"TT_C1388";0.425;0.259;-0.21;0.312;0.196;"Intermediate"
"TT_C1389";2.493;1.076;1.122;0.932;1.406;"Highly Permissive"
"TT_C1390";0.056;2.066;0.179;0.594;0.724;"Highly Permissive"
"TT_C1391";0.842;0.859;1.415;0.81;0.982;"Highly Permissive"
"TT_C1392";-0.206;0.128;-0.518;-0.706;-0.325;"Intermediate"
"TT_C1393";-0.098;0.297;0.957;0.637;0.448;"Intermediate"
"TT_C1394";-0.92;-0.92;-0.701;-0.677;-0.804;"Less Permissive"
"TT_C1395";-0.436;-0.92;-0.211;-0.695;-0.565;"Intermediate"
"TT_C1396";-0.013;0.502;-0.235;-0.478;-0.056;"Intermediate"
"TT_C1397";-0.023;1.058;0.579;0.508;0.53;"Intermediate"
"TT_C1398";-0.715;-0.92;-0.678;-0.717;-0.757;"Less Permissive"
"TT_C1399";-0.327;0.291;-0.366;0.438;0.009;"Intermediate"
"TT_C1400";1.583;1.073;0.755;1.11;1.13;"Highly Permissive"
"TT_C1401";1.167;2.416;1.647;1.952;1.795;"Highly Permissive"
"TT_C1402";-0.537;-0.866;-0.523;-0.444;-0.593;"Intermediate"
"TT_C1403";-0.244;0.082;-0.117;-0.049;-0.082;"Intermediate"
"TT_C1404";1.318;1.245;1.124;1.382;1.267;"Highly Permissive"
"TT_C1405";1.069;1.762;2.701;2.787;2.08;"Highly Permissive"
"TT_C1406";-0.334;-0.186;-0.331;-0.72;-0.393;"Intermediate"
